"","textOriginal","hard_marker","easy_marker","authorDisplayName"
"6452","Marty music is fantastic.....!!!!! Love these lessons....",NA,NA,"Mike Johnson"
"6453","Could you be more slecific where you put the fingers please?",NA,NA,"re di"
"6454","This is the best lesson I have ever seen!!Love it♥♡(short and easy understanding)Thanks a lot!!!",NA,NA,"re di"
"6455","thanks so much for this video, wondering if you could teach beginners Forest Gump by Frank Ocean?",NA,NA,"Shay Cohen"
"6456","great lesson marty, really helped me. im just wondering if you can make a seperate video for the electric guitar parts? and maybe the intro, the way you played it. youve helped me all 4 months ive been playing. and because of you, a lot of people think im lying when i tell them that. thank you again Marty",NA,NA,"Will4k"
"6457","Thanks Marty! I didn't know There was plenty of F's at the hotel California :)",NA,NA,"Tom Morgan"
"6458","Perfect by Simple Plan",NA,NA,"Dr. Nollie"
"6459","i would really love to hear ''Adele - Million Years Ago (Cover by EMIR)'' from you, i'm trying to follow your lessons, you made it easier for me to learn, and i think you are the only one who can help me to improve my skills.",NA,NA,"Loai Haddad"
"6460","Hey Marty 
Your new video are great. Is there any way that you could do a lesson on I could die for you by the Red Hot Chili Peppers",NA,NA,"Henry Berry"
"6461","Somebody tell me the strumming pattern??",NA,NA,"Aarron Conkright"
"6462","Cheers dude",NA,NA,"TheFunktipus1"
"6463","Excellent lesson!  Not a very good picker, so this is an awesome alternative.  Thanks Marty.",NA,NA,"JThomas Holder"
"6464","Shwartzman you're epic.",NA,NA,"mikepug1"
"6465","Could you do Counting Cars by David Nail? I love that song and really want to learn it, but I can't find a lesson for it",NA,NA,"Dakota Draheim"
"6466","this dude looks like customgrow420",NA,NA,"Red Oiler"
"6467","Thank you so much for this! I played until I got dents in all my fingers.",NA,NA,"weBBB ink"
"6468","Do take it on the run by REO Speedwagon please",NA,NA,"Kaleb Baggs"
"6469","I lost it when he was singing chords at the camera",NA,NA,"Hello There"
"6470","You are simply the best to learn from I highly recommend you to everyone",NA,NA,"Mike Robertson"
"6471","Hey do fleetwood Mack landslide",NA,NA,"PurpleNinja 82802"
"6472","nanci grifith last train home",NA,NA,"Michel Adrian Slabbert"
"6473","Marty, you are my go to tutor on the tube. Wish you were in Australia for one on one lessons. Cheers",NA,NA,"Chris Allen"
"6474","Can you post a video tutorial on how to play All my rowdy friends have settled down?",NA,NA,"Josh Donaldson"
"6475","Thanks for a great lesson.Marty you make it easy for guys like me to stick with playing a song that is so well known. you're the best.",NA,NA,"real music forever"
"6476","You are blessed talented!🙏 It's incredible how many subscribers and views you have that's genius! 
Just a Kid- Wilco (you take song suggestions) ?",NA,NA,"Alejandro Aguilar"
"6477","can you make a tutorial of wonder women theme songs pls",NA,NA,"Ishan praveen"
"6478","How does your strumming sounds way cooler and unique than mine .. I feel my strumming is annoying",NA,NA,"Reema Reema"
"6479","What's the timing/counting ??",NA,NA,"Reema Reema"
"6480","Can you please an easy tutorial of Atlas by Coldplay for beginners. And also hypnotized by Coldplay please 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",NA,NA,"Reema Reema"
"6481","Love this so much ♥️🙏🏻",NA,NA,"Sinta T"
"6482","Thank you're teaching has helped me play this song
",NA,NA,"Juilee Dhiman"
"6483","What is the strumming pattern for the chores, it appears different than for the verse?",NA,NA,"Dansong Zhang"
"6484","Thank you Marty so much i love your videos and you're the greatest guitar youtube there is! :)",NA,NA,"SnakeEyesGaming"
"6485","How is he doing the walk down",NA,NA,"caleb bohrer"
"6486","Why didn't u teach us to play it the way u did in the intro Marty?...i feel fooled - _-",NA,NA,"Devon Agard"
"6487","Great video, Marty !! I sure learned a lot of info, thank you so much 😊",NA,NA,"Jules Sanchez"
"6488","Great version of Hotel California",NA,NA,"Tom Pearse"
"6489","Can you, please, PLEASE show the the rhythm 
slower! :)",NA,NA,"HElena Stoimenova"
"6490","Pls someone help!! I've been playing guitar for a month and I really can't spread my finger to play any chords that are separated like: 0033500 can someone please help me :(",NA,NA,"Pau X"
"6491","j'adore vos cours. Bon pédagogue et trés sympa/i love your lessons. Very good and serious teacher and very sympathic. Michel PETIT from FRANCE _ SAINT JEAN DE LUZ",NA,NA,"PETIT PETIT"
"6492","Want to know Joshan marz's song ""I won't give up""",NA,NA,"Bikal Rai"
"6493","i suppose he can teach us the intro?",NA,NA,"Vach Lin"
"6494","How about Ventura Highway?  not the easy version",NA,NA,"Eileen Harder"
"6495","Mer",NA,NA,"Lyna Saadi"
"6496","I'm in tears now man! U just made my day!! So glad for having a person like you!",NA,NA,"Ronald Leon"
"6497","Thank you Marty !",NA,NA,"Absecon NewJersey"
"6498","Unskinny bop by poison",NA,NA,"Corbin Nicholls"
"6499","You're doing an awesome job dude ! Almost all the skills i have until now, are from your channel.  Keep going ! 
Greetings from Germany",NA,NA,"sgt.gusseisen"
"6500","Make a video on that's the way by led zeppelin",NA,NA,"Nitheesh Victor"
"6501","Jimmy in gta 5",NA,NA,"Mehdi Chahid"
"6502","I love this channel",NA,NA,"Elijah Cresswell"
"6503","I started to learn last November at 43yrs old! This is by far the best guitar help/tuition online. I heart you Marty!",NA,NA,"Trudi Sarafoglou"
"6504","Over the hill and far away ZZ Top",NA,NA,"king_ shooter13"
"6505","my real name is Jonathan
thx",NA,NA,"semmelweis"
"6506","Hi Marty can you teach tears from heaven i am 10 years old hope you do it
thx love marty music",NA,NA,"semmelweis"
"6507","hi",NA,NA,"semmelweis"
"6508","wow really helpful thanks",NA,NA,"Ryan Clyfe"
"6509","marty bro please show us the lead of hotel california",NA,NA,"Somnath Karmakar"
"6510","Marty, you make playing after work something to look forward to for me literally every day.  I am so grateful for you.",NA,NA,"Jmalarz Malarz"
"6511","Hey Marty I signed the Newsletter! Could you please do ""Rocky Mountain Way"" by Joe Walsh, that would be hella fun (you don't have to do the slide or the voice box) or ""life in the fast lane"" by the Eagles? Thanks for the lessons.",NA,NA,"Mat Guerra"
"6512","teach us Every Day Bro lol",NA,NA,"Calvin Berkley"
"6513","Late July by shakey graves",NA,NA,"Micheal Bay"
"6514","Late July by shakey graves",NA,NA,"Micheal Bay"
"6515","Late July by shakey graves",NA,NA,"Micheal Bay"
"6516","Great Lesson man,one of the best songs ever.Thank you!",NA,NA,"Jeff Rose"
"6517","Pls do an acoustic lesson for BFMV - Hearts Burst Into Fire . Would really appreciate. Pls vote guys",NA,NA,"kartik kohli"
"6518","That was easier than i though man. Thanks Marty!! Great vid!",NA,NA,"Michael Teran"
"6519","Request: Give a little bit by Supertramp. Thanks, Marty!",NA,NA,"Sal Espinoza"
"6520","Awesome tutorials always.  Thank you for being an inspiration to play and explore",NA,NA,"Robert Hubbard"
"6521","Can you do a lesson just doing the A ladder please? Other than that this lesson was Awesome! thanks!!",NA,NA,"dandrewakefield1"
"6522","Can you make a video on how to play ""Greatest Love Story"" by LANCO",NA,NA,"Daniel Sims"
"6523","No capo!  😡",NA,NA,"primoroy"
"6524","Thanks Marty :)!!! awesome tutorial.
i kind of lost for the inbetween note from the start of the intro: AM to E note and G to D note. 
Am > Am7 > E ?

G > Gm6 > D?",NA,NA,"WILLWILL WILLWILL"
"6525","Thank you very much! it was awesome (y)",NA,NA,"Harshjeet 4"
"6526","Hi, request for Seventeen by Janis Ian.  Thanks!",NA,NA,"Bec Kim"
"6527","Thanks a lot sir!!",NA,NA,"Arkaprabha Ghosal"
"6528","fam hotel calafornia is in b...",NA,NA,"Daniel ShadeSlayer"
"6529","can you do the solo of Pictures in the dark from Mike Oldfield?",NA,NA,"Michi Voulon"
"6530","Marty Music......could you please teach us lean on by major lazer",NA,NA,"soma Ghosh"
"6531","Marty, you are absolutely an amazing teacher. I'm so thankful to have a teacher that is 99.9% accurate on their lessons. I couldn't ask for better teaching than what you do. Thanks for all the lessons you do and how you teach them. Keep up the good work👍🏼👍🏼👍🏼👍🏼",NA,NA,"Seth Daigle"
"6532","could you please make a lesson for Holiday by the Scorpions?",NA,NA,"Michelle pashaev"
"6533","That was awesome Marty, I have been struggling to play Hotel California for awhile now. I could actually play this and keep up with you !!!!! 

Thanks, Chuck",NA,NA,"Charles Holsclaw"
"6534","and i know no chords",NA,NA,"Opala Avdiu"
"6535","hi im 9 years old and I'm using my 15 year old brothers guitar and i can't find a really easy song",NA,NA,"Opala Avdiu"
"6536","First of all I love your channel I started learning guitar in May and you have taught me at the picking and stuff. 2nd plz do a videos on the a team by Ed Sheeran",NA,NA,"Josh Tipton"
"6537","I am having a really hard time keeping my fingers off of the bottom strings!! I'm a beginner. will my fingers eventually get used to it or is this just not my thing? I want to learn guitar so badly. I've been getting into music a lot more lately  to cope with my H recovery.","hard",NA,"Ashelyn Rodriguez"
"6538","Chorus was easy, but the verse is a killer.",NA,NA,"Irfan Halimi"
"6539","Please make a lesson about the real way to play it on a 12 string",NA,NA,"Brooks Ferguson"
"6540","Hey can you do the solo please can't find somewhere to learn it",NA,NA,"Judoka"
"6541","Can you please do a solo lesson for this song?? There aren't any good tutorials on YouTube for it... Thanks :)",NA,NA,"Insurgency"
"6542","Hi Marty! Can you by any chance go more in depth with this song? I'm a beginning with some practice and I listen to this song daily, I want nothing more than to play this song",NA,NA,"Jordan Smith"
"6543","we love you Marty never quit always keep uploading and never stop",NA,NA,"Dylan Kilov"
"6544","There is a song I've wanted to learn could you help out with it?. The song is ""Battles"" by AXE",NA,NA,"Kross527"
"6545","panic at the disco",NA,NA,"edward boswell"
"6546","Thanks for the lesson Marty! You break it down perfectly for beginners! Could we get hurt by johnny cash?",NA,NA,"R Lids"
"6547","marty dai babaal",NA,NA,"dikshant bhandari"
"6548","Make",NA,NA,"Reema Reema"
"6549","Knocking on heavens door.",NA,NA,"Pritish Patra"
"6550","Hey there Delilah",NA,NA,"anonymous squid"
"6551","All of me",NA,NA,"james webb"
"6552","I think landslide by Fleetwood mack is very easy, it was the first song I learned",NA,NA,"Teo 06"
"6553","Try smoke on the water",NA,NA,"notthesameman"
"6554","Thank you so much for these lessons it really helps out I love how you break down each and every chord and you even give the strumming pattern i really appreciate it!",NA,NA,"Veronica Maynard"
"6555","idk these cords its so confusing 😪",NA,NA,"Zesty spring"
"6556","Can you do country one for me please? Sam Hunt Speakers. thanks Marty!",NA,NA,"Charl van der Merwe"
"6557","Breakdown by Daughtry",NA,NA,"Caleb Tete"
"6558","Very cool guy and very cool tutorial!  I can not speak English. I love the way you play the guitar and how you show that to the people. 
Grüße aus Deutschland
von Roman",NA,NA,"Roumän Z"
"6559","hey marty I would like a lesson request for the song by evanescence my immortal",NA,NA,"Maximum OD 666"
"6560","i would like to learn the bravery believer",NA,NA,"Andrew Glover"
"6561","Could you play ""Whorehouse Blues"" in memoriam for Lemmy?",NA,NA,"Jot Ge"
"6562","mama  said  metallica with  stremmings pattern plss",NA,NA,"جزائري حر في امريكا"
"6563","You should really start displaying all chords though, depsite the fact that you are a really good teacher, i forget the chords. It would really help if you displayed all of them",NA,NA,"Willebolin"
"6564","down up down up down up down down down up",NA,NA,"Emilio Garcia"
"6565","May be a dumb question but where do I find tabs/chords for this?  I have looked on a few independent sights but they do not line up.",NA,NA,"Brian Tessari"
"6566","love the sound of your guitar...",NA,NA,"cooldesechable"
"6567","You didn't explain how to strum like you did in the intro :(",NA,NA,"Kyle C"
"6568","What if we don't have a capo? Could I still play it normally",NA,NA,"ash oreo"
"6569","That creep can roll man.",NA,NA,"Orion RSX"
"6570","can you do jim jones at botany bay? there are not much vids of that",NA,NA,"Jan Caestecker"
"6571","Thanks so much Marty !",NA,NA,"Steve C"
"6572","God bless the children of the beast by Motley Crue",NA,NA,"Rke Edwards"
"6573","hey marty! i really appreciate all the work you do, you're always making these incredible guitar videos, i've been watching your videos ever since i started playing guitar approximately 5 years ago, keep up the great work!",NA,NA,"Raed Rafeh"
"6574","Could you please do all star by smashmouth?",NA,NA,"Nikith Kalu"
"6575","santeria by sublime",NA,NA,"Zachary Boyer"
"6576","Marty, If you were on 20 years ago, meaning u-tube....
Great Instruction 
Keep it up",NA,NA,"Southeast Helicopter"
"6577","I have subscribed to most of your utube clips too/",NA,NA,"Paul Wright"
"6578","Could you do pictures of home by deep purple",NA,NA,"Legitimate Vlogs"
"6579","Best guitar teacher on YouTube by far.",NA,NA,"LUKEDAWG123"
"6580","play sultanas of swing",NA,NA,"Bolt 738"
"6581","Marty, would you do a song by a prog-rock band from the 70's named Renaissance, the song is "" I think of you.""",NA,NA,"jrparchitect"
"6582","It's not the version by acoustician that I wanted :(",NA,NA,"HOODIE JADEN"
"6583","hey marty, how about the solo,,,,,,,,,, thanks",NA,NA,"Tim"
"6584","Love this guy.",NA,NA,"Marcel Moreau"
"6585","Can you do a lesson on the intro to Hotel California?",NA,NA,"Brandon Gravois"
"6586","Marty you are the man I love damn near everything you put on YouTube there is an obscure Bob Seger song called living inside my heart it was on a movie soundtrack would love to learn how to play that see what you can do my man",NA,NA,"Trini Brisson"
